src_id,dst_id
1,17172
1,17224
1,17259
1,18938
1,18939
1,18942
1,17496
1,17628
1,17665
1,18944
1,19037
1,18955
2,17059
2,17170
2,17213
2,18943
2,18952
2,17645
2,18252
3,17045
3,17055
3,17057
3,17061
3,17063
3,17066
3,17067
3,17070
3,17207
3,17208
3,17214
3,17218
3,17225
3,17226
3,17227
3,17229
3,17231
3,17232
3,17235
3,17236
3,17240
3,17244
3,17245
3,17254
3,17255
3,17257
3,17266
3,17270
3,18987
3,19133
3,18978
3,18965
3,18988
3,18948
3,18993
3,18994
3,18949
3,18996
3,18998
3,18940
3,19004
3,18941
3,19009
3,19095
3,18967
3,19012
3,19013
3,19014
3,19201
3,19203
3,19018
3,18950
3,19019
3,19022
3,19023
3,19025
3,19026
3,19029
3,19102
3,19226
3,18979
3,19031
3,19032
3,19237
3,19033
3,17499
3,17500
3,17501
3,17502
3,17503
3,17504
3,17514
3,17515
3,17518
3,17524
3,17526
3,17528
3,17533
3,17543
3,17558
3,17566
3,17581
3,17584
3,17604
3,17606
3,17608
3,17621
3,17632
3,17643
3,17651
3,17652
3,17658
3,17662
3,17666
3,17685
3,17727
3,17732
3,17736
3,17745
3,17749
3,17750
3,17801
3,17806
3,17807
3,17811
3,19034
3,18956
3,19255
3,18970
3,19265
3,18981
3,18982
3,19274
3,19275
3,18984
3,18985
3,18977
3,19043
3,18945
3,19057
3,19347
3,19111
3,19352
3,19356
3,18971
3,18972
3,18986
3,18973
3,19068
3,19072
3,19073
3,19074
3,18974
3,19419
3,19436
3,19437
3,18251
3,18268
3,18272
3,18275
3,18289
3,18302
3,18308
3,18310
3,18312
3,18316
3,18318
3,18333
3,18351
3,18353
3,18355
3,18356
3,18362
3,18363
3,18364
3,18369
3,18370
3,18375
3,18376
3,18378
3,18380
3,18385
3,18386
3,18394
3,18396
3,18397
3,18399
3,18400
7,17045
9,17045
7,17050
4,17051
10,17051
9,17055
5,17058
5,17059
7,17059
8,17059
4,17059
9,17059
10,17059
6,17059
5,17061
7,17066
9,17066
7,17067
10,17067
6,17067
8,17068
7,17070
9,17070
10,17070
5,17071
4,17071
6,17076
7,17084
4,17088
7,17091
5,17105
9,17117
5,17123
5,17124
7,17147
5,17155
5,17156
7,17161
7,17170
9,17170
5,17172
7,17172
8,17172
9,17172
11,17172
7,17185
9,17185
9,17187
9,17199
7,17213
9,17213
6,17213
7,17214
8,17214
11,17214
6,17214
7,17218
8,17218
8,17221
9,17223
5,17224
7,17224
8,17224
4,17224
10,17224
5,17225
7,17225
5,17226
7,17226
8,17226
4,17226
6,17226
7,17230
8,17231
7,17232
9,17232
6,17232
7,17235
8,17236
10,17236
5,17244
7,17244
7,17250
7,17251
7,17254
9,17254
10,17254
5,17256
6,17257
5,17259
7,17259
8,17259
4,17259
9,17259
