src_id,dst_id
0,18938
0,18939
1,18942
6,18952
6,18944
6,18955
7,17645
7,17665
8,17496
9,17170
12,17045
12,17059
12,17067
12,17172
12,17207
12,17213
12,17214
12,17218
12,17224
12,17225
12,17226
12,17229
12,17231
12,17232
12,17236
12,17254
12,17257
12,17259
12,17266
12,18987
12,18965
12,18988
12,18948
12,18949
12,18998
12,19018
12,19019
12,19022
12,19023
12,18943
12,19026
12,19029
12,19102
12,19033
12,17503
12,17504
12,17606
12,17628
12,17643
12,17651
12,17658
12,17685
12,17807
12,19037
12,18982
12,18945
12,18971
12,18972
12,18974
12,18251
12,18252
12,18316
12,18318
12,18355
12,18380
12,18385
12,18394
12,18396
12,18400
