src_id,dst_id
0,7964
0,7965
0,7966
0,7968
0,142
0,7978
0,7986
0,225
0,7998
0,8000
0,8004
0,8006
0,290
0,932
0,8017
0,8023
0,8027
0,8029
0,150
0,285
0,8031
0,1407
0,8038
0,6345
0,8056
0,8059
0,305
0,8067
0,8073
0,320
0,8074
0,8078
0,8085
0,8089
0,8090
0,1070
0,8092
0,8107
0,8113
0,694
0,8116
0,8120
0,8121
0,8123
0,8133
0,8134
0,1828
0,151
0,8146
0,8147
0,8148
0,1114
0,8157
0,8162
0,1304
0,8172
0,8176
0,923
0,8185
0,8191
0,205
0,697
0,3362
0,8206
0,6145
0,8213
0,940
0,498
0,8220
0,8222
0,8224
0,8225
0,8231
0,8234
0,264
0,8245
0,8246
0,8247
0,8673
0,8250
0,8252
0,8253
0,8262
0,190
0,8264
0,8266
0,6460
0,8269
0,8270
0,8273
0,297
0,8280
0,8289
0,2678
0,1404
0,8302
0,8303
0,1806
0,6339
0,8313
0,534
0,130
0,8324
0,968
0,8332
0,951
0,8333
0,8335
0,1082
0,8343
0,8353
0,8360
0,8361
0,8362
0,8367
0,8372
0,623
0,8385
0,8386
0,2340
0,8392
0,149
0,8396
0,773
0,965
0,8401
0,8406
0,8411
0,1408
0,8415
0,869
0,8423
0,129
0,8426
0,8429
0,8432
0,8433
0,8434
0,8435
0,8438
0,8441
0,8446
0,8447
0,8448
0,8450
0,1088
0,232
0,8466
0,690
0,211
0,8479
0,8482
0,8484
0,949
0,8488
0,8491
0,8496
0,8497
0,8498
0,8501
0,8504
0,8506
0,529
0,8523
0,173
0,8543
0,8544
0,8551
0,693
0,204
0,8576
0,8577
1,8002
1,282
1,8119
1,8317
1,4167
2,7977
2,8001
2,8016
2,8018
2,533
2,957
2,308
2,8137
2,8241
2,8287
2,8323
2,8374
2,8424
2,8499
3,142
3,7986
3,8013
3,8027
3,8028
3,8029
3,285
3,8031
3,8056
3,8059
3,8077
3,8078
3,957
3,8107
3,8120
3,8121
3,8122
3,8133
3,151
3,8146
3,8149
3,8161
3,4683
3,8172
3,8176
3,8191
3,205
3,8210
3,8225
3,8241
3,8246
3,8252
3,297
3,8280
3,8303
3,8324
3,8333
3,8343
3,8353
3,8360
3,2340
3,1408
3,8415
3,129
3,8433
3,8446
3,232
3,8479
3,8484
3,8491
3,8523
3,173
3,8543
3,2509
3,8551
3,693
3,204
