src_id,dst_id
0,142
0,498
0,8246
0,8252
0,8360
0,8446
0,8491
1,7964
1,7965
1,7966
1,7968
1,8000
1,8027
1,285
1,6345
1,8059
1,8090
1,8116
1,8120
1,8133
1,8134
1,8146
1,8147
1,1304
1,8172
1,8176
1,205
1,3362
1,8220
1,8245
1,8250
1,297
1,2678
1,8303
1,8313
1,8324
1,8343
1,8372
1,773
1,1408
1,8415
1,8434
1,8479
1,8484
1,173
1,8551
2,8029
2,8038
2,8085
2,1114
2,940
2,8231
2,8253
2,8262
2,8280
2,1404
2,130
2,951
2,623
2,8448
2,232
2,8482
2,8498
2,8543
3,7962
3,7969
3,7977
3,7978
3,7980
3,7986
3,225
3,7991
3,7997
3,7998
3,8001
3,8002
3,8004
3,8005
3,899
3,8006
3,8008
3,8012
3,290
3,8013
3,932
3,8016
3,8017
3,8018
3,8022
3,8023
3,8024
3,8025
3,150
3,8031
3,1407
3,8034
3,8045
3,8055
3,8056
3,305
3,8067
3,8070
3,296
3,8072
3,8073
3,320
3,8074
3,8075
3,8077
3,8078
3,306
3,183
3,8086
3,176
3,8089
3,1070
3,8092
3,533
3,282
3,957
3,8107
3,8113
3,694
3,8118
3,8119
3,8121
3,8122
3,8123
3,308
3,1828
3,151
3,8136
3,8137
3,8139
3,8148
3,8149
3,8157
3,8161
3,8162
3,8163
3,1064
3,546
3,8167
3,8173
3,984
3,923
3,8182
3,8185
3,8191
3,8192
3,697
3,8206
3,8207
3,6145
3,8213
3,8222
3,8224
3,8225
3,8228
3,8230
3,8234
3,264
3,8236
3,8241
3,145
3,2045
3,275
3,8247
3,8673
3,8255
3,8258
3,1762
3,190
3,8264
3,8266
3,6460
3,774
3,8269
3,8270
3,8272
3,8273
3,8282
3,8287
3,8289
3,870
3,8301
3,8302
3,1806
3,159
3,6339
3,8311
3,8317
3,534
3,8323
3,8325
3,8326
3,968
3,8332
3,8333
3,8335
3,8338
3,1082
3,8345
3,8346
3,8676
3,8353
3,8354
3,8359
3,8361
3,8362
3,193
3,8367
3,849
3,8374
3,8383
3,8385
3,8386
3,2340
3,8389
3,8392
3,149
3,8396
3,965
3,8401
3,8402
3,170
3,8406
3,8410
3,8411
3,1104
3,869
3,8423
3,129
3,8424
3,8426
3,8429
3,8432
3,8433
3,8435
3,8438
3,8674
3,8441
3,8442
3,8444
3,8445
3,8447
3,3395
3,8450
3,12
3,1088
3,8455
3,8466
3,690
3,8472
3,211
3,8481
3,287
3,8487
3,949
3,8488
3,8490
3,8493
3,8496
3,8497
3,8499
3,156
3,8501
3,826
3,4167
3,8504
3,8506
3,8507
3,8675
3,529
3,118
3,1125
3,8523
3,8544
3,2509
3,8545
3,8546
3,693
3,204
3,8557
3,8559
3,8576
3,8577
4,7961
5,7962
6,7962
5,7964
7,7964
8,7964
4,7964
9,7964
10,7964
6,7964
5,7965
7,7965
8,7965
4,7965
9,7965
5,7966
7,7966
8,7966
4,7966
9,7966
5,7968
7,7968
8,7968
4,7968
9,7968
10,7968
6,7968
7,7972
10,7976
5,7977
10,7977
5,142
7,142
4,142
9,142
10,142
11,142
6,142
5,7978
4,7978
6,7978
7,7986
6,225
5,7998
7,7998
9,7998
10,8000
11,8000
6,8000
5,8001
7,8001
10,8001
7,8004
4,8004
7,899
7,152
5,290
7,290
8,290
7,932
7,279
7,8016
8,8016
4,8018
10,8018
9,311
6,8022
9,8025
5,8027
7,8027
8,8027
9,8027
10,8027
11,8027
6,8027
7,8029
9,8029
11,8029
7,285
8,285
9,285
7,8031
9,8031
4,8032
7,1407
8,1407
9,1407
6,1407
5,8034
7,8034
8,8034
9,8034
6,8034
5,8038
7,8038
8,8038
7,8041
10,8041
5,6345
7,6345
4,6345
9,6345
10,6345
6,6345
7,8056
8,8056
6,8056
5,8059
7,8059
4,8059
9,8059
10,8059
6,8059
5,305
7,305
9,305
7,296
5,8073
7,8073
5,8074
7,8074
7,8075
4,8077
7,6191
5,8078
7,8078
9,8078
10,8078
6,8078
7,8080
7,183
5,8085
7,8085
8,8085
4,8085
9,8085
10,8085
7,176
9,176
5,8089
7,8089
9,8089
6,8089
5,8090
7,8090
8,8090
4,8090
5,1070
7,8092
4,8092
7,983
7,533
7,282
9,8099
9,8103
7,8107
11,8107
7,8109
9,326
4,8113
10,8113
7,694
9,694
5,8120
7,8120
8,8120
4,8120
9,8120
10,8120
11,8120
6,8120
4,8122
7,8123
8,8123
9,8123
10,8123
7,6444
5,8134
7,8134
8,8134
9,8134
6,8134
7,233
7,1828
9,1828
5,151
9,151
9,8137
7,8139
5,8146
7,8146
8,8146
4,8146
9,8146
10,8146
11,8146
6,8146
5,8147
7,8147
4,8147
9,8147
10,8147
7,8148
9,8148
5,1114
7,1114
9,1114
10,1114
7,8157
9,8157
7,8160
11,4683
7,1064
7,546
5,1304
4,1304
9,1304
10,1304
6,1304
5,8172
7,8172
8,8172
4,8172
9,8172
10,8172
6,8172
5,8176
7,8176
9,8176
5,984
9,984
7,923
4,923
10,8182
7,8185
7,8187
7,8191
5,205
7,205
8,205
4,205
9,205
10,205
11,205
